Variable, Group0,1
1,1
2,2
3,2
4,3
5,3
6,3
7,4
8,4
9,3
10,1
11,4
12,1
13,2
14,3
15,2
16,3
17,4
18,5
19,1
20,3
21,1
22,4
23,1
24,4
25,1
26,1
27,1
28,1
29,1
30,6
31,1
32,1
33,1
34,26
35,1
36,1
37,26
38,1
39,1
40,26
41,1
42,1
43,7
44,7
45,26
46,1
47,1
48,26
49,6
50,26
51,1
52,26
53,4
54,8
55,8
56,9
57,9
58,10
59,10
60,9
61,26
62,9
63,9
64,9
65,9
66,11
67,11
68,9
69,10
70,5
71,9
72,12
73,12
74,13
75,13
76,14
77,14
78,15
79,15
80,16
81,16
82,17
83,17
84,18
85,18
86,19
87,19
88,20
89,20
90,21
91,21
92,22
93,22
94,23
95,23
96,24
97,24
98,25
99,25
