Variable, Group0,13
1,1
2,2
3,3
4,4
5,13
6,5
7,6
8,7
9,13
10,13
11,13
12,13
13,6
14,13
15,4
16,8
17,4
18,9
19,13
20,13
21,13
22,7
23,13
24,7
25,13
26,2
27,10
28,13
29,13
30,6
31,13
32,13
33,7
34,13
35,13
36,13
37,13
38,13
39,13
40,4
41,1
42,1
43,3
44,13
45,5
46,13
47,13
48,5
49,13
50,13
51,10
52,13
53,11
54,11
55,2
56,9
57,13
58,13
59,13
60,12
61,1
62,3
63,9
64,13
65,13
66,13
67,13
68,10
69,13
70,13
71,3
72,13
73,8
74,9
75,8
76,12
77,13
78,6
79,13
80,12
81,13
82,12
83,13
84,13
85,13
86,2
87,13
88,13
89,13
90,10
91,13
92,11
93,8
94,13
95,11
96,13
97,13
98,13
99,5
