FUNCTION,DIMENSION,EPSILON,NR_GROUPS,FACTORS,SEPARATE VARS
F10,10,0.1,2,"[(2, 4, 8, 9), (0, 1, 3, 5, 6, 7)]","[0, 1, 3, 5, 6, 7]"
F10,10,0.001,2,"[(2, 4, 8, 9), (0, 1, 3, 5, 6, 7)]","[0, 1, 3, 5, 6, 7]"
F10,10,1e-06,2,"[(2, 4, 8, 9), (0, 1, 3, 5, 6, 7)]","[0, 1, 3, 5, 6, 7]"
F10,10,1e-09,2,"[(2, 4, 8, 9), (0, 1, 3, 5, 6, 7)]","[0, 1, 3, 5, 6, 7]"
F10,20,0.1,3,"[(1, 8, 18, 19), (6, 10, 13, 17), (0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16)]","[0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16]"
F10,20,0.001,3,"[(1, 8, 18, 19), (6, 10, 13, 17), (0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16)]","[0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16]"
F10,20,1e-06,3,"[(1, 8, 18, 19), (6, 10, 13, 17), (0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16)]","[0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16]"
F10,20,1e-09,3,"[(1, 8, 18, 19), (6, 10, 13, 17), (0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16)]","[0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16]"
F10,30,0.1,4,"[(2, 10, 13, 28), (5, 16, 17, 22), (11, 24, 26, 27), (0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 23, 25, 29)]","[0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 23, 25, 29]"
F10,30,0.001,4,"[(2, 10, 13, 28), (5, 16, 17, 22), (11, 24, 26, 27), (0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 23, 25, 29)]","[0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 23, 25, 29]"
F10,30,1e-06,4,"[(2, 10, 13, 28), (5, 16, 17, 22), (11, 24, 26, 27), (0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 23, 25, 29)]","[0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 23, 25, 29]"
F10,30,1e-09,4,"[(2, 10, 13, 28), (5, 16, 17, 22), (11, 24, 26, 27), (0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 23, 25, 29)]","[0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 23, 25, 29]"
F10,40,0.1,6,"[(2, 30, 37, 39), (4, 20, 22, 25), (8, 16, 34, 36), (10, 11, 15, 28), (18, 27, 29, 35), (0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 26, 31, 32, 33, 38)]","[0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 26, 31, 32, 33, 38]"
F10,40,0.001,6,"[(2, 30, 37, 39), (4, 20, 22, 25), (8, 16, 34, 36), (10, 11, 15, 28), (18, 27, 29, 35), (0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 26, 31, 32, 33, 38)]","[0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 26, 31, 32, 33, 38]"
F10,40,1e-06,6,"[(2, 30, 37, 39), (4, 20, 22, 25), (8, 16, 34, 36), (10, 11, 15, 28), (18, 27, 29, 35), (0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 26, 31, 32, 33, 38)]","[0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 26, 31, 32, 33, 38]"
F10,40,1e-09,6,"[(2, 30, 37, 39), (4, 20, 22, 25), (8, 16, 34, 36), (10, 11, 15, 28), (18, 27, 29, 35), (0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 26, 31, 32, 33, 38)]","[0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 26, 31, 32, 33, 38]"
F10,50,0.1,7,"[(2, 27, 31, 38), (4, 22, 33, 35), (7, 18, 26, 34), (10, 11, 28, 41), (14, 29, 45, 48), (15, 16, 30, 32), (0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49]"
F10,50,0.001,7,"[(2, 27, 31, 38), (4, 22, 33, 35), (7, 18, 26, 34), (10, 11, 28, 41), (14, 29, 45, 48), (15, 16, 30, 32), (0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49]"
F10,50,1e-06,7,"[(2, 27, 31, 38), (4, 22, 33, 35), (7, 18, 26, 34), (10, 11, 28, 41), (14, 29, 45, 48), (15, 16, 30, 32), (0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49]"
F10,50,1e-09,7,"[(2, 27, 31, 38), (4, 22, 33, 35), (7, 18, 26, 34), (10, 11, 28, 41), (14, 29, 45, 48), (15, 16, 30, 32), (0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49]"
F10,60,0.1,8,"[(2, 11, 34, 58), (4, 10, 22, 40), (7, 14, 32, 49), (15, 18, 27, 56), (26, 28, 35, 59), (29, 42, 50, 54), (30, 33, 41, 43), (0, 1, 3, 5, 6, 8, 9, 12, 13, 16, 17, 19, 20, 21, 23, 24, 25, 31, 36, 37, 38, 39, 44, 45, 46, 47, 48, 51, 52, 53, 55, 57)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 16, 17, 19, 20, 21, 23, 24, 25, 31, 36, 37, 38, 39, 44, 45, 46, 47, 48, 51, 52, 53, 55, 57]"
F10,60,0.001,8,"[(2, 11, 34, 58), (4, 10, 22, 40), (7, 14, 32, 49), (15, 18, 27, 56), (26, 28, 35, 59), (29, 42, 50, 54), (30, 33, 41, 43), (0, 1, 3, 5, 6, 8, 9, 12, 13, 16, 17, 19, 20, 21, 23, 24, 25, 31, 36, 37, 38, 39, 44, 45, 46, 47, 48, 51, 52, 53, 55, 57)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 16, 17, 19, 20, 21, 23, 24, 25, 31, 36, 37, 38, 39, 44, 45, 46, 47, 48, 51, 52, 53, 55, 57]"
F10,60,1e-06,8,"[(2, 11, 34, 58), (4, 10, 22, 40), (7, 14, 32, 49), (15, 18, 27, 56), (26, 28, 35, 59), (29, 42, 50, 54), (30, 33, 41, 43), (0, 1, 3, 5, 6, 8, 9, 12, 13, 16, 17, 19, 20, 21, 23, 24, 25, 31, 36, 37, 38, 39, 44, 45, 46, 47, 48, 51, 52, 53, 55, 57)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 16, 17, 19, 20, 21, 23, 24, 25, 31, 36, 37, 38, 39, 44, 45, 46, 47, 48, 51, 52, 53, 55, 57]"
F10,60,1e-09,8,"[(2, 11, 34, 58), (4, 10, 22, 40), (7, 14, 32, 49), (15, 18, 27, 56), (26, 28, 35, 59), (29, 42, 50, 54), (30, 33, 41, 43), (0, 1, 3, 5, 6, 8, 9, 12, 13, 16, 17, 19, 20, 21, 23, 24, 25, 31, 36, 37, 38, 39, 44, 45, 46, 47, 48, 51, 52, 53, 55, 57)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 16, 17, 19, 20, 21, 23, 24, 25, 31, 36, 37, 38, 39, 44, 45, 46, 47, 48, 51, 52, 53, 55, 57]"
F10,70,0.1,9,"[(2, 40, 50, 65), (3, 11, 45, 54), (4, 43, 62, 68), (7, 30, 51, 59), (10, 41, 49, 53), (22, 26, 27, 48), (28, 34, 56, 69), (31, 33, 42, 55), (0, 1, 5, 6, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 29, 32, 35, 36, 37, 38, 39, 44, 46, 47, 52, 57, 58, 60, 61, 63, 64, 66, 67)]","[0, 1, 5, 6, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 29, 32, 35, 36, 37, 38, 39, 44, 46, 47, 52, 57, 58, 60, 61, 63, 64, 66, 67]"
F10,70,0.001,9,"[(2, 40, 50, 65), (3, 11, 45, 54), (4, 43, 62, 68), (7, 30, 51, 59), (10, 41, 49, 53), (22, 26, 27, 48), (28, 34, 56, 69), (31, 33, 42, 55), (0, 1, 5, 6, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 29, 32, 35, 36, 37, 38, 39, 44, 46, 47, 52, 57, 58, 60, 61, 63, 64, 66, 67)]","[0, 1, 5, 6, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 29, 32, 35, 36, 37, 38, 39, 44, 46, 47, 52, 57, 58, 60, 61, 63, 64, 66, 67]"
F10,70,1e-06,9,"[(2, 40, 50, 65), (3, 11, 45, 54), (4, 43, 62, 68), (7, 30, 51, 59), (10, 41, 49, 53), (22, 26, 27, 48), (28, 34, 56, 69), (31, 33, 42, 55), (0, 1, 5, 6, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 29, 32, 35, 36, 37, 38, 39, 44, 46, 47, 52, 57, 58, 60, 61, 63, 64, 66, 67)]","[0, 1, 5, 6, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 29, 32, 35, 36, 37, 38, 39, 44, 46, 47, 52, 57, 58, 60, 61, 63, 64, 66, 67]"
F10,70,1e-09,9,"[(2, 40, 50, 65), (3, 11, 45, 54), (4, 43, 62, 68), (7, 30, 51, 59), (10, 41, 49, 53), (22, 26, 27, 48), (28, 34, 56, 69), (31, 33, 42, 55), (0, 1, 5, 6, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 29, 32, 35, 36, 37, 38, 39, 44, 46, 47, 52, 57, 58, 60, 61, 63, 64, 66, 67)]","[0, 1, 5, 6, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 29, 32, 35, 36, 37, 38, 39, 44, 46, 47, 52, 57, 58, 60, 61, 63, 64, 66, 67]"
F10,80,0.1,11,"[(2, 34, 52, 72), (3, 7, 22, 26), (4, 6, 56, 73), (10, 23, 31, 57), (11, 28, 33, 53), (17, 55, 60, 62), (27, 30, 50, 77), (38, 41, 42, 79), (40, 48, 63, 69), (45, 66, 68, 71), (0, 1, 5, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 29, 32, 35, 36, 37, 39, 43, 44, 46, 47, 49, 51, 54, 58, 59, 61, 64, 65, 67, 70, 74, 75, 76, 78)]","[0, 1, 5, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 29, 32, 35, 36, 37, 39, 43, 44, 46, 47, 49, 51, 54, 58, 59, 61, 64, 65, 67, 70, 74, 75, 76, 78]"
F10,80,0.001,11,"[(2, 34, 52, 72), (3, 7, 22, 26), (4, 6, 56, 73), (10, 23, 31, 57), (11, 28, 33, 53), (17, 55, 60, 62), (27, 30, 50, 77), (38, 41, 42, 79), (40, 48, 63, 69), (45, 66, 68, 71), (0, 1, 5, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 29, 32, 35, 36, 37, 39, 43, 44, 46, 47, 49, 51, 54, 58, 59, 61, 64, 65, 67, 70, 74, 75, 76, 78)]","[0, 1, 5, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 29, 32, 35, 36, 37, 39, 43, 44, 46, 47, 49, 51, 54, 58, 59, 61, 64, 65, 67, 70, 74, 75, 76, 78]"
F10,80,1e-06,11,"[(2, 34, 52, 72), (3, 7, 22, 26), (4, 6, 56, 73), (10, 23, 31, 57), (11, 28, 33, 53), (17, 55, 60, 62), (27, 30, 50, 77), (38, 41, 42, 79), (40, 48, 63, 69), (45, 66, 68, 71), (0, 1, 5, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 29, 32, 35, 36, 37, 39, 43, 44, 46, 47, 49, 51, 54, 58, 59, 61, 64, 65, 67, 70, 74, 75, 76, 78)]","[0, 1, 5, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 29, 32, 35, 36, 37, 39, 43, 44, 46, 47, 49, 51, 54, 58, 59, 61, 64, 65, 67, 70, 74, 75, 76, 78]"
F10,80,1e-09,11,"[(2, 34, 52, 72), (3, 7, 22, 26), (4, 6, 56, 73), (10, 23, 31, 57), (11, 28, 33, 53), (17, 55, 60, 62), (27, 30, 50, 77), (38, 41, 42, 79), (40, 48, 63, 69), (45, 66, 68, 71), (0, 1, 5, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 29, 32, 35, 36, 37, 39, 43, 44, 46, 47, 49, 51, 54, 58, 59, 61, 64, 65, 67, 70, 74, 75, 76, 78)]","[0, 1, 5, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 29, 32, 35, 36, 37, 39, 43, 44, 46, 47, 49, 51, 54, 58, 59, 61, 64, 65, 67, 70, 74, 75, 76, 78]"
F10,90,0.1,12,"[(2, 13, 41, 53), (3, 62, 75, 82), (4, 55, 59, 74), (6, 22, 48, 61), (7, 26, 78, 89), (8, 16, 33, 63), (15, 17, 38, 40), (18, 27, 50, 51), (24, 42, 56, 77), (30, 43, 45, 66), (54, 73, 79, 80), (0, 1, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 39, 44, 46, 47, 49, 52, 57, 58, 60, 64, 65, 67, 68, 69, 70, 71, 72, 76, 81, 83, 84, 85, 86, 87, 88)]","[0, 1, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 39, 44, 46, 47, 49, 52, 57, 58, 60, 64, 65, 67, 68, 69, 70, 71, 72, 76, 81, 83, 84, 85, 86, 87, 88]"
F10,90,0.001,12,"[(2, 13, 41, 53), (3, 62, 75, 82), (4, 55, 59, 74), (6, 22, 48, 61), (7, 26, 78, 89), (8, 16, 33, 63), (15, 17, 38, 40), (18, 27, 50, 51), (24, 42, 56, 77), (30, 43, 45, 66), (54, 73, 79, 80), (0, 1, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 39, 44, 46, 47, 49, 52, 57, 58, 60, 64, 65, 67, 68, 69, 70, 71, 72, 76, 81, 83, 84, 85, 86, 87, 88)]","[0, 1, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 39, 44, 46, 47, 49, 52, 57, 58, 60, 64, 65, 67, 68, 69, 70, 71, 72, 76, 81, 83, 84, 85, 86, 87, 88]"
F10,90,1e-06,12,"[(2, 13, 41, 53), (3, 62, 75, 82), (4, 55, 59, 74), (6, 22, 48, 61), (7, 26, 78, 89), (8, 16, 33, 63), (15, 17, 38, 40), (18, 27, 50, 51), (24, 42, 56, 77), (30, 43, 45, 66), (54, 73, 79, 80), (0, 1, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 39, 44, 46, 47, 49, 52, 57, 58, 60, 64, 65, 67, 68, 69, 70, 71, 72, 76, 81, 83, 84, 85, 86, 87, 88)]","[0, 1, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 39, 44, 46, 47, 49, 52, 57, 58, 60, 64, 65, 67, 68, 69, 70, 71, 72, 76, 81, 83, 84, 85, 86, 87, 88]"
F10,90,1e-09,12,"[(2, 13, 41, 53), (3, 62, 75, 82), (4, 55, 59, 74), (6, 22, 48, 61), (7, 26, 78, 89), (8, 16, 33, 63), (15, 17, 38, 40), (18, 27, 50, 51), (24, 42, 56, 77), (30, 43, 45, 66), (54, 73, 79, 80), (0, 1, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 39, 44, 46, 47, 49, 52, 57, 58, 60, 64, 65, 67, 68, 69, 70, 71, 72, 76, 81, 83, 84, 85, 86, 87, 88)]","[0, 1, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 39, 44, 46, 47, 49, 52, 57, 58, 60, 64, 65, 67, 68, 69, 70, 71, 72, 76, 81, 83, 84, 85, 86, 87, 88]"
F10,100,0.1,13,"[(1, 41, 42, 61), (2, 26, 55, 86), (3, 43, 62, 71), (4, 15, 17, 40), (6, 45, 48, 99), (7, 13, 30, 78), (8, 22, 24, 33), (16, 73, 75, 93), (18, 56, 63, 74), (27, 51, 68, 90), (53, 54, 92, 95), (60, 76, 80, 82), (0, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 44, 46, 47, 49, 50, 52, 57, 58, 59, 64, 65, 66, 67, 69, 70, 72, 77, 79, 81, 83, 84, 85, 87, 88, 89, 91, 94, 96, 97, 98)]","[0, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 44, 46, 47, 49, 50, 52, 57, 58, 59, 64, 65, 66, 67, 69, 70, 72, 77, 79, 81, 83, 84, 85, 87, 88, 89, 91, 94, 96, 97, 98]"
F10,100,0.001,13,"[(1, 41, 42, 61), (2, 26, 55, 86), (3, 43, 62, 71), (4, 15, 17, 40), (6, 45, 48, 99), (7, 13, 30, 78), (8, 22, 24, 33), (16, 73, 75, 93), (18, 56, 63, 74), (27, 51, 68, 90), (53, 54, 92, 95), (60, 76, 80, 82), (0, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 44, 46, 47, 49, 50, 52, 57, 58, 59, 64, 65, 66, 67, 69, 70, 72, 77, 79, 81, 83, 84, 85, 87, 88, 89, 91, 94, 96, 97, 98)]","[0, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 44, 46, 47, 49, 50, 52, 57, 58, 59, 64, 65, 66, 67, 69, 70, 72, 77, 79, 81, 83, 84, 85, 87, 88, 89, 91, 94, 96, 97, 98]"
F10,100,1e-06,13,"[(1, 41, 42, 61), (2, 26, 55, 86), (3, 43, 62, 71), (4, 15, 17, 40), (6, 45, 48, 99), (7, 13, 30, 78), (8, 22, 24, 33), (16, 73, 75, 93), (18, 56, 63, 74), (27, 51, 68, 90), (53, 54, 92, 95), (60, 76, 80, 82), (0, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 44, 46, 47, 49, 50, 52, 57, 58, 59, 64, 65, 66, 67, 69, 70, 72, 77, 79, 81, 83, 84, 85, 87, 88, 89, 91, 94, 96, 97, 98)]","[0, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 44, 46, 47, 49, 50, 52, 57, 58, 59, 64, 65, 66, 67, 69, 70, 72, 77, 79, 81, 83, 84, 85, 87, 88, 89, 91, 94, 96, 97, 98]"
F10,100,1e-09,13,"[(1, 41, 42, 61), (2, 26, 55, 86), (3, 43, 62, 71), (4, 15, 17, 40), (6, 45, 48, 99), (7, 13, 30, 78), (8, 22, 24, 33), (16, 73, 75, 93), (18, 56, 63, 74), (27, 51, 68, 90), (53, 54, 92, 95), (60, 76, 80, 82), (0, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 44, 46, 47, 49, 50, 52, 57, 58, 59, 64, 65, 66, 67, 69, 70, 72, 77, 79, 81, 83, 84, 85, 87, 88, 89, 91, 94, 96, 97, 98)]","[0, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 44, 46, 47, 49, 50, 52, 57, 58, 59, 64, 65, 66, 67, 69, 70, 72, 77, 79, 81, 83, 84, 85, 87, 88, 89, 91, 94, 96, 97, 98]"
