FUNCTION,DIMENSION,EPSILON,NR_GROUPS,FACTORS,SEPARATE VARS
F5,10,0.1,2,"[(2, 4, 8, 9), (0, 1, 3, 5, 6, 7)]","[0, 1, 3, 5, 6, 7]"
F5,10,0.001,2,"[(2, 4, 8, 9), (0, 1, 3, 5, 6, 7)]","[0, 1, 3, 5, 6, 7]"
F5,10,1e-06,2,"[(2, 4, 8, 9), (0, 1, 3, 5, 6, 7)]","[0, 1, 3, 5, 6, 7]"
F5,10,1e-09,4,"[(0, 2, 5, 9), (1, 7), (4, 8), (3, 6)]","[3, 6]"
F5,20,0.1,2,"[(1, 8, 18, 19), (0, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17)]","[0, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
F5,20,0.001,2,"[(1, 8, 18, 19), (0, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17)]","[0, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
F5,20,1e-06,2,"[(1, 8, 18, 19), (0, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17)]","[0, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
F5,20,1e-09,3,"[(0, 2, 7, 8, 9, 15, 18), (1, 6, 13, 16, 17, 19), (3, 4, 5, 10, 11, 12, 14)]","[3, 4, 5, 10, 11, 12, 14]"
F5,30,0.1,2,"[(2, 10, 13, 28), (0, 1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29)]","[0, 1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29]"
F5,30,0.001,2,"[(2, 10, 13, 28), (0, 1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29)]","[0, 1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29]"
F5,30,1e-06,2,"[(2, 10, 13, 28), (0, 1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29)]","[0, 1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29]"
F5,30,1e-09,5,"[(0, 2, 6, 7, 9, 10, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29), (5, 12, 17), (8, 14), (13, 28), (1, 3, 4, 11)]","[1, 3, 4, 11]"
