FUNCTION,DIMENSION,EPSILON,NR_GROUPS,FACTORS,SEPARATE VARS
F17,10,0.1,5,"[(1, 6, 7), (2, 4, 8), (4, 8), (6, 7), (0, 3, 5, 7, 8, 9)]","[0, 3, 5, 7, 8, 9]"
F17,10,0.001,5,"[(1, 6, 7), (2, 4, 8), (4, 8), (6, 7), (0, 3, 5, 7, 8, 9)]","[0, 3, 5, 7, 8, 9]"
F17,10,1e-06,5,"[(1, 6, 7), (2, 4, 8), (4, 8), (6, 7), (0, 3, 5, 7, 8, 9)]","[0, 3, 5, 7, 8, 9]"
F17,10,1e-09,5,"[(1, 6, 7), (2, 4, 8), (4, 8), (6, 7), (0, 3, 5, 7, 8, 9)]","[0, 3, 5, 7, 8, 9]"
F17,20,0.1,11,"[(0, 3, 15), (1, 18, 19), (2, 4, 5), (3, 15), (4, 5), (6, 10, 17), (7, 9, 16), (9, 16), (10, 17), (18, 19), (5, 8, 11, 12, 13, 14, 15, 16, 17, 19)]","[5, 8, 11, 12, 13, 14, 15, 16, 17, 19]"
F17,20,0.001,11,"[(0, 3, 15), (1, 18, 19), (2, 4, 5), (3, 15), (4, 5), (6, 10, 17), (7, 9, 16), (9, 16), (10, 17), (18, 19), (5, 8, 11, 12, 13, 14, 15, 16, 17, 19)]","[5, 8, 11, 12, 13, 14, 15, 16, 17, 19]"
F17,20,1e-06,11,"[(0, 3, 15), (1, 18, 19), (2, 4, 5), (3, 15), (4, 5), (6, 10, 17), (7, 9, 16), (9, 16), (10, 17), (18, 19), (5, 8, 11, 12, 13, 14, 15, 16, 17, 19)]","[5, 8, 11, 12, 13, 14, 15, 16, 17, 19]"
F17,20,1e-09,11,"[(0, 3, 15), (1, 18, 19), (2, 4, 5), (3, 15), (4, 5), (6, 10, 17), (7, 9, 16), (9, 16), (10, 17), (18, 19), (5, 8, 11, 12, 13, 14, 15, 16, 17, 19)]","[5, 8, 11, 12, 13, 14, 15, 16, 17, 19]"
F17,30,0.1,15,"[(0, 3, 25), (1, 6, 29), (2, 13, 28), (3, 25), (5, 17, 22), (6, 29), (8, 14, 23), (9, 18, 19), (13, 28), (14, 23), (17, 22), (18, 19), (24, 26, 27), (26, 27), (4, 7, 10, 11, 12, 15, 16, 19, 20, 21, 22, 23, 25, 27, 28, 29)]","[4, 7, 10, 11, 12, 15, 16, 19, 20, 21, 22, 23, 25, 27, 28, 29]"
F17,30,0.001,15,"[(0, 3, 25), (1, 6, 29), (2, 13, 28), (3, 25), (5, 17, 22), (6, 29), (8, 14, 23), (9, 18, 19), (13, 28), (14, 23), (17, 22), (18, 19), (24, 26, 27), (26, 27), (4, 7, 10, 11, 12, 15, 16, 19, 20, 21, 22, 23, 25, 27, 28, 29)]","[4, 7, 10, 11, 12, 15, 16, 19, 20, 21, 22, 23, 25, 27, 28, 29]"
F17,30,1e-06,15,"[(0, 3, 25), (1, 6, 29), (2, 13, 28), (3, 25), (5, 17, 22), (6, 29), (8, 14, 23), (9, 18, 19), (13, 28), (14, 23), (17, 22), (18, 19), (24, 26, 27), (26, 27), (4, 7, 10, 11, 12, 15, 16, 19, 20, 21, 22, 23, 25, 27, 28, 29)]","[4, 7, 10, 11, 12, 15, 16, 19, 20, 21, 22, 23, 25, 27, 28, 29]"
