FUNCTION,DIMENSION,EPSILON,NR_GROUPS,FACTORS,SEPARATE VARS
F1,10,0.1,1,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
F1,10,0.001,1,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
F1,10,1e-06,1,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
F1,10,1e-09,9,"[(0, 3, 7), (1, 7, 8), (2, 3, 5, 9), (3, 5, 7, 8, 9), (4, 7, 9), (6, 9), (7, 9), (8, 9), (5, 9)]","[5, 9]"
F1,20,0.1,1,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]"
F1,20,0.001,1,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]"
F1,20,1e-06,20,"[(0, 4, 5, 7, 12, 19), (1, 5, 9, 12, 15, 16), (2, 5, 12), (3, 4, 5, 7, 12, 19), (4, 5, 12), (5, 9, 12, 14, 15, 16), (6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19), (7, 9, 10, 15), (8, 9, 10, 14, 15, 16, 17, 18), (9, 10), (10, 14, 15, 16, 18), (11, 14, 15, 18, 19), (12, 14, 15, 18, 19), (13, 16, 19), (14, 15, 17, 18, 19), (15, 16, 19), (16, 19), (17, 19), (18, 19), (19,)]",[19]
F1,20,1e-09,20,"[(0, 4, 5, 7, 12, 19), (1, 5, 9, 12, 15, 16), (2, 5, 12), (3, 4, 5, 7, 12, 19), (4, 5, 12), (5, 9, 12, 14, 15, 16), (6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19), (7, 9, 10, 15), (8, 9, 10, 14, 15, 16, 17, 18), (9, 10), (10, 14, 15, 16, 18), (11, 14, 15, 18, 19), (12, 14, 15, 18, 19), (13, 16, 19), (14, 15, 17, 18, 19), (15, 16, 19), (16, 19), (17, 19), (18, 19), (19,)]",[19]
F1,30,0.1,1,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]"
F1,30,0.001,1,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]"
F1,30,1e-06,24,"[(0, 2, 3, 4, 5, 7, 8, 9, 11, 12, 15, 19, 21, 22, 23, 24, 25, 26), (1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 21, 22, 24, 25, 26), (2, 3, 4, 5, 7, 9, 11, 12, 21, 25, 26), (3, 6, 13, 14, 17, 20), (4, 5, 7, 8, 9, 11, 12, 21, 22, 24, 25, 26), (5, 7, 12, 21), (6, 21), (7, 13, 20), (8, 9, 11, 12, 15, 19, 21, 22, 23, 24, 25, 26), (9, 21), (10, 11, 12, 15, 19, 21, 22, 23, 24, 25, 26), (11, 13), (12, 13, 14, 16, 17, 20), (13, 21), (15, 21, 25, 26), (16, 21, 25, 26), (17, 21), (18, 19, 21, 22, 23, 24, 25, 26), (19, 27), (22, 23, 24, 25, 26), (23, 26), (26, 27, 29), (27, 29), (14, 20, 21, 24, 25, 28, 29)]","[14, 20, 21, 24, 25, 28, 29]"
F1,30,1e-09,27,"[(0, 2, 3, 4, 5, 7, 8, 9, 11, 12, 15, 19, 21, 22, 23, 24, 25, 26, 28), (1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 21, 22, 24, 25, 26, 28), (2, 3, 4, 5, 7, 9, 11, 12, 21, 25, 26, 28), (3, 6, 13, 14, 17, 20), (4, 5, 7, 8, 9, 11, 12, 21, 22, 24, 25, 26, 28), (5, 7, 12, 21, 26), (6, 21), (7, 13, 20), (8, 9, 11, 12, 15, 19, 21, 22, 23, 24, 25, 26, 28), (9, 21, 26), (10, 11, 12, 15, 19, 21, 22, 23, 24, 25, 26, 28), (11, 13), (12, 13, 14, 16, 17, 20), (13, 21, 26), (15, 21, 25, 26, 28), (16, 21, 25, 26, 28), (17, 21, 26, 28), (18, 19, 21, 22, 23, 24, 25, 26, 28), (19, 27), (21, 27, 28), (22, 23, 24, 25, 26, 27, 28), (23, 26, 27, 28), (24, 27, 28), (25, 26, 27, 28), (26, 27, 29), (27, 28, 29), (14, 20, 28, 29)]","[14, 20, 28, 29]"
F1,40,0.1,1,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]"
F1,40,0.001,1,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]"
F1,40,1e-06,37,"[(0, 27, 37), (1, 2, 9, 12, 15, 17, 23, 25, 31), (2, 9, 12, 15, 17, 31), (3, 8, 10, 12, 23, 24, 25, 27, 29, 32, 36, 37), (4, 5, 7, 8, 10, 12, 15, 16, 17, 23, 24, 25, 27, 29, 30, 32, 33, 35, 36, 37), (5, 9, 15), (6, 7, 8, 10, 12, 15, 16, 17, 23, 24, 25, 27, 29, 30, 32, 33, 35, 36, 37), (7, 8, 27, 29, 37), (9, 27, 29, 37), (10, 13, 14, 16, 21, 24, 26, 29, 30, 31, 32, 33, 35, 37, 39), (11, 12, 13, 14, 15, 16, 17, 21, 23, 24, 25, 26, 27, 29, 30, 32, 33, 35, 36, 37, 38), (12, 13, 14, 16, 19, 20, 21, 24, 26, 27, 28, 29, 30, 32, 33, 34, 35, 37, 39), (13, 14, 15, 16, 17, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 35, 36, 37, 38), (14, 15, 16, 17, 23, 24, 25, 27, 29, 30, 32, 33, 35, 36, 37), (15, 16, 17, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 35, 36, 37, 38), (16, 17, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 35, 36, 37, 38), (18, 23, 24, 25, 27, 29, 32, 36, 37), (19, 23, 24, 25, 27, 29, 30, 32, 33, 35, 36, 37, 38), (20, 23, 24, 25, 27, 29, 32, 36, 37), (21, 24, 26, 29, 30, 31, 32, 33, 35, 37, 39), (22, 27, 29, 36, 37), (23, 24, 25, 27, 29, 30, 32, 33, 35, 36, 37), (24, 26, 29, 30, 31, 32, 33, 34, 35, 37, 39), (25, 31, 36), (26, 27, 29, 30, 32, 33, 35, 36, 37, 38), (27, 29, 36, 37), (28, 29, 30, 32, 33, 35, 37, 39), (29, 30, 32, 33, 35, 36, 37, 38), (30, 32, 33, 35, 36, 37, 38), (31, 32, 33, 35, 36, 37, 38), (32, 37), (33, 35, 36, 37, 38), (34, 35, 36, 37, 38), (35, 37, 39), (36, 37), (37, 38), (8, 17, 38, 39)]","[8, 17, 38, 39]"
