FUNCTION,DIMENSION,EPSILON,NR_GROUPS,FACTORS,SEPARATE VARS
F17,10,0.1,3,"[(1, 6, 7), (2, 4, 8), (0, 3, 5, 9)]","[0, 3, 5, 9]"
F17,10,0.001,3,"[(1, 6, 7), (2, 4, 8), (0, 3, 5, 9)]","[0, 3, 5, 9]"
F17,10,1e-06,3,"[(1, 6, 7), (2, 4, 8), (0, 3, 5, 9)]","[0, 3, 5, 9]"
F17,10,1e-09,3,"[(1, 6, 7), (2, 4, 8), (0, 3, 5, 9)]","[0, 3, 5, 9]"
F17,20,0.1,6,"[(0, 3, 15), (1, 18, 19), (2, 4, 5), (6, 10, 17), (7, 9, 16), (8, 11, 12, 13, 14)]","[8, 11, 12, 13, 14]"
F17,20,0.001,6,"[(0, 3, 15), (1, 18, 19), (2, 4, 5), (6, 10, 17), (7, 9, 16), (8, 11, 12, 13, 14)]","[8, 11, 12, 13, 14]"
F17,20,1e-06,6,"[(0, 3, 15), (1, 18, 19), (2, 4, 5), (6, 10, 17), (7, 9, 16), (8, 11, 12, 13, 14)]","[8, 11, 12, 13, 14]"
F17,20,1e-09,6,"[(0, 3, 15), (1, 18, 19), (2, 4, 5), (6, 10, 17), (7, 9, 16), (8, 11, 12, 13, 14)]","[8, 11, 12, 13, 14]"
F17,30,0.1,8,"[(0, 3, 25), (1, 6, 29), (2, 13, 28), (5, 17, 22), (8, 14, 23), (9, 18, 19), (24, 26, 27), (4, 7, 10, 11, 12, 15, 16, 20, 21)]","[4, 7, 10, 11, 12, 15, 16, 20, 21]"
F17,30,0.001,8,"[(0, 3, 25), (1, 6, 29), (2, 13, 28), (5, 17, 22), (8, 14, 23), (9, 18, 19), (24, 26, 27), (4, 7, 10, 11, 12, 15, 16, 20, 21)]","[4, 7, 10, 11, 12, 15, 16, 20, 21]"
F17,30,1e-06,8,"[(0, 3, 25), (1, 6, 29), (2, 13, 28), (5, 17, 22), (8, 14, 23), (9, 18, 19), (24, 26, 27), (4, 7, 10, 11, 12, 15, 16, 20, 21)]","[4, 7, 10, 11, 12, 15, 16, 20, 21]"
F17,30,1e-09,8,"[(0, 3, 25), (1, 6, 29), (2, 13, 28), (5, 17, 22), (8, 14, 23), (9, 18, 19), (24, 26, 27), (4, 7, 10, 11, 12, 15, 16, 20, 21)]","[4, 7, 10, 11, 12, 15, 16, 20, 21]"
F17,40,0.1,11,"[(2, 37, 39), (3, 9, 38), (5, 13, 17), (6, 21, 23), (7, 32, 33), (10, 15, 28), (12, 26, 31), (16, 34, 36), (18, 27, 29), (20, 22, 25), (0, 1, 4, 8, 11, 14, 19, 24, 30, 35)]","[0, 1, 4, 8, 11, 14, 19, 24, 30, 35]"
F17,40,0.001,11,"[(2, 37, 39), (3, 9, 38), (5, 13, 17), (6, 21, 23), (7, 32, 33), (10, 15, 28), (12, 26, 31), (16, 34, 36), (18, 27, 29), (20, 22, 25), (0, 1, 4, 8, 11, 14, 19, 24, 30, 35)]","[0, 1, 4, 8, 11, 14, 19, 24, 30, 35]"
F17,40,1e-06,11,"[(2, 37, 39), (3, 9, 38), (5, 13, 17), (6, 21, 23), (7, 32, 33), (10, 15, 28), (12, 26, 31), (16, 34, 36), (18, 27, 29), (20, 22, 25), (0, 1, 4, 8, 11, 14, 19, 24, 30, 35)]","[0, 1, 4, 8, 11, 14, 19, 24, 30, 35]"
F17,40,1e-09,11,"[(2, 37, 39), (3, 9, 38), (5, 13, 17), (6, 21, 23), (7, 32, 33), (10, 15, 28), (12, 26, 31), (16, 34, 36), (18, 27, 29), (20, 22, 25), (0, 1, 4, 8, 11, 14, 19, 24, 30, 35)]","[0, 1, 4, 8, 11, 14, 19, 24, 30, 35]"
F17,50,0.1,13,"[(1, 40, 49), (2, 27, 38), (3, 39, 46), (4, 22, 33), (5, 13, 25), (6, 24, 37), (10, 11, 28), (14, 45, 48), (15, 30, 32), (18, 26, 34), (19, 21, 36), (20, 42, 43), (0, 7, 8, 9, 12, 16, 17, 23, 29, 31, 35, 41, 44, 47)]","[0, 7, 8, 9, 12, 16, 17, 23, 29, 31, 35, 41, 44, 47]"
F17,50,0.001,13,"[(1, 40, 49), (2, 27, 38), (3, 39, 46), (4, 22, 33), (5, 13, 25), (6, 24, 37), (10, 11, 28), (14, 45, 48), (15, 30, 32), (18, 26, 34), (19, 21, 36), (20, 42, 43), (0, 7, 8, 9, 12, 16, 17, 23, 29, 31, 35, 41, 44, 47)]","[0, 7, 8, 9, 12, 16, 17, 23, 29, 31, 35, 41, 44, 47]"
F17,50,1e-06,13,"[(1, 40, 49), (2, 27, 38), (3, 39, 46), (4, 22, 33), (5, 13, 25), (6, 24, 37), (10, 11, 28), (14, 45, 48), (15, 30, 32), (18, 26, 34), (19, 21, 36), (20, 42, 43), (0, 7, 8, 9, 12, 16, 17, 23, 29, 31, 35, 41, 44, 47)]","[0, 7, 8, 9, 12, 16, 17, 23, 29, 31, 35, 41, 44, 47]"
F17,50,1e-09,13,"[(1, 40, 49), (2, 27, 38), (3, 39, 46), (4, 22, 33), (5, 13, 25), (6, 24, 37), (10, 11, 28), (14, 45, 48), (15, 30, 32), (18, 26, 34), (19, 21, 36), (20, 42, 43), (0, 7, 8, 9, 12, 16, 17, 23, 29, 31, 35, 41, 44, 47)]","[0, 7, 8, 9, 12, 16, 17, 23, 29, 31, 35, 41, 44, 47]"
