Variable, Group0,1
1,2
2,2
3,3
4,2
5,2
6,4
7,2
8,5
9,6
10,2
11,2
12,16
13,2
14,7
15,2
16,2
17,2
18,8
19,9
20,16
21,16
22,2
23,10
24,5
25,1
26,2
27,16
28,2
29,9
30,2
31,11
32,2
33,2
34,1
35,2
36,8
37,2
38,2
39,1
40,2
41,16
42,2
43,2
44,12
45,16
46,1
47,12
48,4
49,2
50,2
51,2
52,10
53,2
54,16
55,2
56,2
57,16
58,1
59,16
60,13
61,2
62,2
63,2
64,12
65,9
66,11
67,16
68,14
69,16
70,8
71,2
72,16
73,2
74,16
75,15
76,13
77,2
78,5
79,2
80,2
81,2
82,3
83,6
84,16
85,16
86,16
87,8
88,7
89,2
90,14
91,2
92,16
93,15
94,2
95,2
96,6
97,2
98,2
99,2
