Variable, Group0,1
1,6
2,2
3,1
4,1
5,1
6,6
7,1
8,1
9,1
10,2
11,1
12,1
13,1
14,1
15,1
16,6
17,1
18,1
19,1
20,1
21,3
22,2
23,1
24,2
25,1
26,4
27,2
28,4
29,6
30,1
31,1
32,4
33,1
34,1
35,1
36,1
37,1
38,3
39,3
40,2
41,1
42,1
43,2
44,3
45,2
46,1
47,5
48,1
49,1
50,4
51,2
52,1
53,3
54,1
55,2
56,1
57,2
58,3
59,1
60,1
61,3
62,1
63,1
64,1
65,3
66,1
67,1
68,3
69,2
70,1
71,1
72,1
73,2
74,4
75,3
76,4
77,5
78,1
79,4
80,1
81,1
82,1
83,1
84,1
85,2
86,1
87,3
88,1
89,1
90,1
91,4
92,5
93,3
94,1
95,1
96,3
97,5
98,1
99,2
