Variable, Group0,23
1,23
2,1
3,2
4,23
5,3
6,4
7,5
8,6
9,7
10,8
11,9
12,23
13,1
14,10
15,11
16,23
17,11
18,12
19,13
20,14
21,15
22,4
23,8
24,16
25,17
26,23
27,12
28,9
29,13
30,18
31,23
32,10
33,6
34,9
35,23
36,15
37,17
38,23
39,19
40,11
41,23
42,23
43,23
44,23
45,18
46,23
47,23
48,23
49,13
50,12
51,23
52,8
53,1
54,20
55,21
56,16
57,22
58,19
59,21
60,22
61,4
62,2
63,6
64,23
65,19
66,18
67,7
68,3
69,14
70,15
71,22
72,17
73,20
74,21
75,23
76,10
77,16
78,5
79,23
80,20
81,3
82,2
83,23
84,23
85,23
86,7
87,23
88,14
89,5
