Variable, Group0,1
1,2
2,3
3,2
4,2
5,7
6,2
7,2
8,2
9,4
10,4
11,2
12,1
13,3
14,1
15,5
16,2
17,5
18,2
19,4
20,1
21,4
22,2
23,1
24,2
25,2
26,2
27,2
28,1
29,2
30,6
31,1
32,1
33,2
34,1
35,1
36,2
37,1
38,7
39,1
40,7
41,2
42,2
43,2
44,1
45,7
46,1
47,7
48,2
49,2
50,2
51,7
52,1
53,7
54,2
55,3
56,2
57,7
58,2
59,1
60,2
61,2
62,2
63,2
64,4
65,1
66,2
67,4
68,2
69,1
70,2
71,7
72,4
73,2
74,7
75,2
76,2
77,4
78,2
79,4
80,2
81,1
82,2
83,4
84,2
85,4
86,2
87,1
88,1
89,2
90,2
91,2
92,6
93,2
94,7
95,6
96,1
97,1
98,1
99,2
