Variable, Group0,1
1,2
2,2
3,1
4,2
5,6
6,1
7,1
8,1
9,1
10,1
11,1
12,6
13,1
14,6
15,1
16,2
17,1
18,3
19,1
20,1
21,1
22,1
23,1
24,1
25,6
26,1
27,2
28,1
29,1
30,1
31,1
32,6
33,1
34,1
35,4
36,1
37,6
38,6
39,4
40,6
41,2
42,1
43,2
44,6
45,2
46,1
47,1
48,2
49,1
50,4
51,2
52,6
53,6
54,1
55,1
56,2
57,1
58,6
59,1
60,1
61,1
62,1
63,3
64,1
65,6
66,1
67,1
68,5
69,1
70,1
71,2
72,1
73,2
74,1
75,5
76,1
77,4
78,1
79,1
80,1
81,1
82,1
83,4
84,1
85,1
86,1
87,1
88,1
89,5
90,2
91,1
92,1
93,5
94,4
95,1
96,1
97,1
98,1
99,1
