0.000000000000000000e+00,9.999999999999998890e-01,1.938858279539865948e-01,1.678201913515146582e-01,4.541469233379376996e-02,1.864997603373862167e-01,1.692916570016450573e-01,2.819068491452747516e-01,2.057349917742663792e-01,4.541469233379376996e-02,2.163648983329096165e-01,2.090692818400411990e-01,2.376613467646018218e-01,2.122921890824142899e-01,2.180818793166621750e-01,1.858236830960649788e-01,2.363518988281466948e-01,4.541469233379376996e-02,2.085177515715969654e-01,4.541469233379376996e-02
0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999998890e-01,2.197656829645344145e-01,2.119694133549040738e-01,4.541469233379376996e-02,2.623884831520582051e-01,1.940113977144681534e-01,2.100991598201824295e-01,4.541469233379376996e-02,2.654090180391648901e-01,2.760458410488700332e-01,4.541469233379376996e-02,4.541469233379376996e-02,2.075217997272340020e-01,1.816779743597864150e-01,1.972858352762186240e-01,2.304698236860930061e-01,4.541469233379376996e-02,4.541469233379376996e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999998890e-01,2.400310177572823611e-01,2.431357345634943545e-01,2.130445325311819404e-01,4.133134772125001688e-01,7.203568399973452330e-01,4.541469233379376996e-02,1.857245708546416685e-01,2.607201749629149412e-01,4.541469233379376996e-02,2.024536375536946931e-01,4.194314699257499224e-01,4.541469233379376996e-02,4.541469233379376996e-02,4.541469233379376996e-02,4.541469233379376996e-02,1.686609314966696915e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999998890e-01,2.420969033101592061e-01,4.541469233379376996e-02,2.337654461244888793e-01,2.463863446329028206e-01,4.541469233379376996e-02,1.835191488350613465e-01,8.098382911603952961e-01,4.541469233379376996e-02,2.881580512688252105e-01,4.118203326913305040e-01,2.152681574646983231e-01,2.035897633513584770e-01,4.541469233379376996e-02,4.541469233379376996e-02,4.541469233379376996e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999998890e-01,2.144019498847146155e-01,1.970355271574694977e-01,2.358076062416830931e-01,2.250936266503116012e-01,2.052998617251901858e-01,4.541469233379376996e-02,4.541469233379376996e-02,2.692951809292362664e-01,1.747470654040400306e-01,2.054345102079597751e-01,1.952205480663590786e-01,4.541469233379376996e-02,1.414405425418207018e-01,1.737999461787541888e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999998890e-01,1.929352674598464878e-01,2.349078950843368485e-01,2.705788679608854275e-01,3.117873305835592856e-01,1.910951816019750560e-01,4.541469233379376996e-02,4.541469233379376996e-02,1.018576417223533287e-01,2.530682446231016236e-01,2.078456872119681942e-01,4.541469233379376996e-02,4.541469233379376996e-02,4.541469233379376996e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999998890e-01,1.985870541328754457e-01,2.328761723257072314e-01,4.541469233379376996e-02,2.528526122396783649e-01,2.283592024070389970e-01,4.541469233379376996e-02,4.541469233379376996e-02,4.541469233379376996e-02,4.541469233379376996e-02,1.898369444799933858e-01,8.955408713315779479e-02,4.541469233379376996e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999998890e-01,4.541469233379376996e-02,4.541469233379376996e-02,2.563824976644994980e-01,2.136973056363728474e-01,6.360252206343495196e-01,3.282445776425831352e-01,4.541469233379376996e-02,4.541469233379376996e-02,2.368047770041491473e-01,4.541469233379376996e-02,4.541469233379376996e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999998890e-01,2.360535447335378456e-01,4.541469233379376996e-02,1.955252894333844027e-01,3.422540432982882352e-01,2.319846098467272244e-01,2.307877369863046424e-01,3.795662281728253706e-01,4.065405967474116644e-01,4.541469233379376996e-02,5.728409085678679014e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999998890e-01,1.946763810891010416e-01,4.541469233379376996e-02,2.795117874369007493e-01,3.868093278428242909e-01,1.701525091791671329e-01,2.446125675702620905e-01,2.487057679006155209e-01,4.541469233379376996e-02,4.541469233379376996e-02
