Variable, Group0,1
1,2
2,3
3,6
4,6
5,6
6,2
7,1
8,6
9,1
10,6
11,6
12,6
13,2
14,6
15,1
16,2
17,2
18,1
19,1
20,4
21,2
22,2
23,1
24,1
25,1
26,1
27,2
28,1
29,1
30,6
31,1
32,6
33,6
34,6
35,2
36,6
37,6
38,1
39,1
40,1
41,1
42,6
43,2
44,2
45,2
46,2
47,1
48,1
49,2
50,6
51,2
52,1
53,1
54,1
55,1
56,5
57,1
58,4
59,6
60,4
61,6
62,5
63,2
64,5
65,1
66,1
67,1
68,6
69,1
70,1
71,4
72,1
73,2
74,2
75,4
76,6
77,1
78,1
79,2
80,2
81,2
82,6
83,5
84,2
85,1
86,3
87,1
88,1
89,1
90,1
91,5
92,6
93,2
94,2
95,1
96,1
97,5
98,2
99,1
