Variable, Group0,1
1,6
2,2
3,3
4,6
5,6
6,1
7,1
8,1
9,1
10,6
11,6
12,1
13,6
14,4
15,5
16,4
17,4
18,4
19,1
20,6
21,3
22,4
23,1
24,5
25,5
26,2
27,6
28,5
29,5
30,1
31,4
32,5
33,1
34,1
35,6
36,5
37,5
38,4
39,1
40,6
41,5
42,1
43,5
44,5
45,5
46,5
47,4
48,1
49,1
50,5
51,1
52,5
53,5
54,5
55,2
56,5
57,4
58,6
59,3
60,1
61,1
62,6
63,4
64,5
65,4
66,1
67,5
68,4
69,4
70,6
71,6
72,1
73,5
74,6
75,1
76,5
77,1
78,5
79,4
80,4
81,1
82,1
83,1
84,5
85,6
86,2
87,1
88,4
89,4
90,6
91,1
92,4
93,1
94,5
95,5
96,1
97,1
98,1
99,5
