Variable, Group0,1
1,2
2,2
3,3
4,1
5,3
6,4
7,2
8,5
9,2
10,2
11,2
12,10
13,2
14,2
15,2
16,4
17,4
18,6
19,10
20,2
21,7
22,1
23,10
24,2
25,2
26,10
27,5
28,7
29,1
30,2
31,2
32,1
33,2
34,1
35,8
36,2
37,8
38,3
39,2
40,7
41,2
42,5
43,9
44,1
45,2
46,2
47,8
48,4
49,5
50,2
51,2
52,5
53,2
54,2
55,2
56,3
57,8
58,4
59,2
60,6
61,2
62,10
63,2
64,10
65,10
66,10
67,2
68,2
69,3
70,2
71,8
72,1
73,8
74,2
75,5
76,5
77,2
78,2
79,10
80,2
81,5
82,2
83,8
84,7
85,3
86,8
87,2
88,9
89,8
90,8
91,10
92,8
93,9
94,9
95,10
96,10
97,10
98,10
99,10
