FUNCTION,DIMENSION,EPSILON,NR_GROUPS,FACTORS,SEPARATE VARS
F7,10,0.1,3,"[(2, 4, 8), (4, 8), (0, 1, 3, 5, 6, 7, 8, 9)]","[0, 1, 3, 5, 6, 7, 8, 9]"
F7,10,0.001,3,"[(2, 4, 8), (4, 8), (0, 1, 3, 5, 6, 7, 8, 9)]","[0, 1, 3, 5, 6, 7, 8, 9]"
F7,10,1e-06,7,"[(0, 1, 2, 4, 8), (1, 2, 4, 5, 8), (2, 4, 8), (4, 8), (5, 8), (6, 8), (3, 7, 8, 9)]","[3, 7, 8, 9]"
F7,10,1e-09,7,"[(0, 1, 2, 4, 8), (1, 2, 4, 5, 8), (2, 4, 8), (4, 8), (5, 8), (6, 8), (3, 7, 8, 9)]","[3, 7, 8, 9]"
F7,20,0.1,3,"[(1, 18, 19), (18, 19), (0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19)]","[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19]"
F7,20,0.001,3,"[(1, 18, 19), (18, 19), (0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19)]","[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19]"
F7,20,1e-06,16,"[(0, 1, 14, 18, 19), (1, 14, 18, 19), (2, 4, 5, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19), (4, 14, 18, 19), (6, 14, 18, 19), (9, 11, 12, 13, 14, 15, 16, 17, 18, 19), (10, 11, 12, 13, 14, 15, 16, 17, 18, 19), (11, 12, 13, 14, 16, 17, 18, 19), (12, 13, 14, 15, 16, 17, 18, 19), (13, 18, 19), (14, 16, 17, 18, 19), (15, 16, 17, 18, 19), (16, 17, 18, 19), (17, 18, 19), (18, 19), (3, 5, 7, 8, 19)]","[3, 5, 7, 8, 19]"
F7,20,1e-09,16,"[(0, 1, 14, 18, 19), (1, 14, 18, 19), (2, 4, 5, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19), (4, 14, 18, 19), (6, 14, 18, 19), (9, 11, 12, 13, 14, 15, 16, 17, 18, 19), (10, 11, 12, 13, 14, 15, 16, 17, 18, 19), (11, 12, 13, 14, 16, 17, 18, 19), (12, 13, 14, 15, 16, 17, 18, 19), (13, 18, 19), (14, 16, 17, 18, 19), (15, 16, 17, 18, 19), (16, 17, 18, 19), (17, 18, 19), (18, 19), (3, 5, 7, 8, 19)]","[3, 5, 7, 8, 19]"
F7,30,0.1,3,"[(2, 13, 28), (13, 28), (0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29)]","[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]"
F7,30,0.001,3,"[(2, 13, 28), (13, 28), (0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29)]","[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]"
