FUNCTION,DIMENSION,EPSILON,NR_GROUPS,FACTORS,SEPARATE VARS
F19,10,0.1,9,"[(0, 1, 2, 3, 4, 5, 6, 7, 8), (1, 2, 3, 4, 5, 6, 7, 8), (2, 3, 4, 5, 6, 7, 8), (3, 4, 5, 6, 7, 8), (4, 5, 6, 7, 8), (5, 6, 7, 8), (6, 7, 8), (7, 8), (8, 9)]","[8, 9]"
F19,10,0.001,9,"[(0, 1, 2, 3, 4, 5, 6, 7, 8), (1, 2, 3, 4, 5, 6, 7, 8), (2, 3, 4, 5, 6, 7, 8), (3, 4, 5, 6, 7, 8), (4, 5, 6, 7, 8), (5, 6, 7, 8), (6, 7, 8), (7, 8), (8, 9)]","[8, 9]"
F19,10,1e-06,9,"[(0, 1, 2, 3, 4, 5, 6, 7, 8), (1, 2, 3, 4, 5, 6, 7, 8), (2, 3, 4, 5, 6, 7, 8), (3, 4, 5, 6, 7, 8), (4, 5, 6, 7, 8), (5, 6, 7, 8), (6, 7, 8), (7, 8), (8, 9)]","[8, 9]"
F19,10,1e-09,9,"[(0, 1, 2, 3, 4, 5, 6, 7, 8), (1, 2, 3, 4, 5, 6, 7, 8), (2, 3, 4, 5, 6, 7, 8), (3, 4, 5, 6, 7, 8), (4, 5, 6, 7, 8), (5, 6, 7, 8), (6, 7, 8), (7, 8), (8, 9)]","[8, 9]"
F19,20,0.1,19,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (10, 11, 12, 13, 14, 15, 16, 17, 18), (11, 12, 13, 14, 15, 16, 17, 18), (12, 13, 14, 15, 16, 17, 18), (13, 14, 15, 16, 17, 18), (14, 15, 16, 17, 18), (15, 16, 17, 18), (16, 17, 18), (17, 18), (18, 19)]","[18, 19]"
F19,20,0.001,19,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (10, 11, 12, 13, 14, 15, 16, 17, 18), (11, 12, 13, 14, 15, 16, 17, 18), (12, 13, 14, 15, 16, 17, 18), (13, 14, 15, 16, 17, 18), (14, 15, 16, 17, 18), (15, 16, 17, 18), (16, 17, 18), (17, 18), (18, 19)]","[18, 19]"
F19,20,1e-06,19,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (10, 11, 12, 13, 14, 15, 16, 17, 18), (11, 12, 13, 14, 15, 16, 17, 18), (12, 13, 14, 15, 16, 17, 18), (13, 14, 15, 16, 17, 18), (14, 15, 16, 17, 18), (15, 16, 17, 18), (16, 17, 18), (17, 18), (18, 19)]","[18, 19]"
F19,20,1e-09,19,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (9, 10, 11, 12, 13, 14, 15, 16, 17, 18), (10, 11, 12, 13, 14, 15, 16, 17, 18), (11, 12, 13, 14, 15, 16, 17, 18), (12, 13, 14, 15, 16, 17, 18), (13, 14, 15, 16, 17, 18), (14, 15, 16, 17, 18), (15, 16, 17, 18), (16, 17, 18), (17, 18), (18, 19)]","[18, 19]"
F19,30,0.1,29,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (20, 21, 22, 23, 24, 25, 26, 27, 28), (21, 22, 23, 24, 25, 26, 27, 28), (22, 23, 24, 25, 26, 27, 28), (23, 24, 25, 26, 27, 28), (24, 25, 26, 27, 28), (25, 26, 27, 28), (26, 27, 28), (27, 28), (28, 29)]","[28, 29]"
F19,30,0.001,29,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (19, 20, 21, 22, 23, 24, 25, 26, 27, 28), (20, 21, 22, 23, 24, 25, 26, 27, 28), (21, 22, 23, 24, 25, 26, 27, 28), (22, 23, 24, 25, 26, 27, 28), (23, 24, 25, 26, 27, 28), (24, 25, 26, 27, 28), (25, 26, 27, 28), (26, 27, 28), (27, 28), (28, 29)]","[28, 29]"
