FUNCTION,DIMENSION,EPSILON,NR_GROUPS,FACTORS,SEPARATE VARS
F4,10,0.1,2,"[(0, 1, 2, 3, 6, 7, 8, 9), (4, 5)]","[4, 5]"
F4,10,0.001,2,"[(0, 1, 2, 3, 6, 7, 8, 9), (4, 5)]","[4, 5]"
F4,10,1e-06,2,"[(0, 1, 2, 3, 6, 7, 8, 9), (4, 5)]","[4, 5]"
F4,10,1e-09,2,"[(0, 1, 2, 3, 6, 7, 8, 9), (4, 5)]","[4, 5]"
F4,20,0.1,2,"[(1, 2, 5, 6, 7, 8, 10, 18, 19), (0, 3, 4, 9, 11, 12, 13, 14, 15, 16, 17)]","[0, 3, 4, 9, 11, 12, 13, 14, 15, 16, 17]"
F4,20,0.001,3,"[(0, 1, 2, 3, 7, 8, 9, 14, 15, 18), (4, 5, 10, 13, 16, 17), (6, 11, 12, 19)]","[6, 11, 12, 19]"
F4,20,1e-06,3,"[(0, 1, 2, 3, 7, 8, 9, 14, 15, 18), (4, 5, 10, 13, 16, 17), (6, 11, 12, 19)]","[6, 11, 12, 19]"
F4,20,1e-09,3,"[(0, 1, 2, 3, 7, 8, 9, 14, 15, 18), (4, 5, 10, 13, 16, 17), (6, 11, 12, 19)]","[6, 11, 12, 19]"
F4,30,0.1,2,"[(2, 5, 6, 9, 10, 11, 13, 14, 16, 19, 26, 27, 28), (0, 1, 3, 4, 7, 8, 12, 15, 17, 18, 20, 21, 22, 23, 24, 25, 29)]","[0, 1, 3, 4, 7, 8, 12, 15, 17, 18, 20, 21, 22, 23, 24, 25, 29]"
F4,30,0.001,10,"[(0, 2), (1, 10, 17), (3, 6, 7, 8, 20, 24, 27), (4, 14, 16, 26), (5, 9), (11, 21), (13, 28), (18, 23), (19, 22, 25, 29), (12, 15)]","[12, 15]"
F4,30,1e-06,10,"[(0, 2, 10), (1, 17), (3, 6, 7, 8, 20, 24, 27), (4, 14, 16, 26), (5, 9), (11, 21), (13, 28), (18, 23), (19, 22, 25, 29), (12, 15)]","[12, 15]"
F4,30,1e-09,10,"[(0, 2, 10), (1, 17), (3, 6, 7, 8, 20, 24, 27), (4, 14, 16, 26), (5, 9), (11, 21), (13, 28), (18, 23), (19, 22, 25, 29), (12, 15)]","[12, 15]"
F4,40,0.1,6,"[(1, 9, 10, 12, 18, 19, 21, 24, 29, 34), (2, 5, 7, 14, 17, 26, 31, 35), (3, 8, 30, 36, 38), (4, 13, 20, 22, 23, 25, 27, 32, 37, 39), (15, 16, 33), (0, 6, 11, 28)]","[0, 6, 11, 28]"
F4,40,0.001,7,"[(1, 4, 9, 10, 12, 18, 19, 20, 21, 24, 29, 34), (2, 5, 7, 14, 17, 26, 31, 35), (3, 8, 30, 36, 38), (11, 13, 23, 27, 32, 37), (15, 16, 33, 39), (22, 25), (0, 6, 28)]","[0, 6, 28]"
F4,40,1e-06,7,"[(1, 4, 9, 10, 12, 18, 19, 20, 21, 24, 29, 34), (2, 5, 7, 14, 17, 26, 31, 35), (3, 8, 30, 36, 38), (11, 13, 23, 27, 32, 37), (15, 16, 33, 39), (22, 25), (0, 6, 28)]","[0, 6, 28]"
F4,40,1e-09,7,"[(1, 4, 9, 10, 12, 18, 19, 20, 21, 24, 29, 34), (2, 5, 7, 14, 17, 26, 31, 35), (3, 8, 30, 36, 38), (11, 13, 23, 27, 32, 37), (15, 16, 33, 39), (22, 25), (0, 6, 28)]","[0, 6, 28]"
F4,50,0.1,7,"[(0, 5, 16, 38, 41, 46), (2, 4, 11, 15, 18, 23, 27), (3, 6, 8, 9, 12, 14, 17, 19, 21, 22, 24, 25, 29, 30, 32, 33, 34, 35, 39, 40, 42, 45, 47, 48), (10, 28), (36, 43), (37, 49), (1, 7, 13, 20, 26, 31, 44)]","[1, 7, 13, 20, 26, 31, 44]"
F4,50,0.001,7,"[(0, 5, 16, 38, 41, 46), (2, 4, 11, 15, 18, 23, 27), (3, 6, 8, 9, 12, 14, 17, 19, 21, 22, 24, 25, 29, 30, 32, 33, 34, 35, 39, 40, 42, 45, 47, 48), (10, 28), (36, 43), (37, 49), (1, 7, 13, 20, 26, 31, 44)]","[1, 7, 13, 20, 26, 31, 44]"
F4,50,1e-06,7,"[(0, 5, 16, 38, 41, 46), (2, 4, 11, 15, 18, 23, 27), (3, 6, 8, 9, 12, 14, 17, 19, 21, 22, 24, 25, 29, 30, 32, 33, 34, 35, 39, 40, 42, 45, 47, 48), (10, 28), (36, 43), (37, 49), (1, 7, 13, 20, 26, 31, 44)]","[1, 7, 13, 20, 26, 31, 44]"
F4,50,1e-09,7,"[(0, 5, 16, 38, 41, 46), (2, 4, 11, 15, 18, 23, 27), (3, 6, 8, 9, 12, 14, 17, 19, 21, 22, 24, 25, 29, 30, 32, 33, 34, 35, 39, 40, 42, 45, 47, 48), (10, 28), (36, 43), (37, 49), (1, 7, 13, 20, 26, 31, 44)]","[1, 7, 13, 20, 26, 31, 44]"
