FUNCTION,DIMENSION,EPSILON,NR_GROUPS,FACTORS,SEPARATE VARS
F7,10,0.1,2,"[(2, 4, 8), (0, 1, 3, 5, 6, 7, 9)]","[0, 1, 3, 5, 6, 7, 9]"
F7,10,0.001,2,"[(2, 4, 8), (0, 1, 3, 5, 6, 7, 9)]","[0, 1, 3, 5, 6, 7, 9]"
F7,10,1e-06,2,"[(0, 1, 2, 4, 8), (3, 5, 6, 7, 9)]","[3, 5, 6, 7, 9]"
F7,10,1e-09,2,"[(0, 1, 2, 4, 8), (3, 5, 6, 7, 9)]","[3, 5, 6, 7, 9]"
F7,20,0.1,2,"[(1, 18, 19), (0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17)]","[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
F7,20,0.001,2,"[(1, 18, 19), (0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17)]","[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
F7,20,1e-06,3,"[(0, 1, 14, 18, 19), (2, 4, 5, 9, 11, 12, 13, 15, 16, 17), (3, 6, 7, 8, 10)]","[3, 6, 7, 8, 10]"
F7,20,1e-09,3,"[(0, 1, 14, 18, 19), (2, 4, 5, 9, 11, 12, 13, 15, 16, 17), (3, 6, 7, 8, 10)]","[3, 6, 7, 8, 10]"
F7,30,0.1,2,"[(2, 13, 28), (0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29)]","[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29]"
F7,30,0.001,2,"[(2, 13, 28), (0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29)]","[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29]"
F7,30,1e-06,4,"[(0, 2, 8, 12, 13, 16, 20, 21, 23, 24, 25, 26, 28, 29), (5, 14), (9, 11, 15, 17, 18, 22, 27), (1, 3, 4, 6, 7, 10, 19)]","[1, 3, 4, 6, 7, 10, 19]"
F7,30,1e-09,4,"[(0, 2, 8, 12, 13, 16, 20, 21, 23, 24, 25, 26, 28, 29), (5, 14), (9, 11, 15, 17, 18, 22, 27), (1, 3, 4, 6, 7, 10, 19)]","[1, 3, 4, 6, 7, 10, 19]"
F7,40,0.1,2,"[(20, 22, 25), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]"
F7,40,0.001,2,"[(20, 22, 25), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]"
F7,40,1e-06,6,"[(0, 2, 9, 18, 22, 26, 28, 35, 36), (5, 6, 8, 13, 19, 23, 30, 32, 38, 39), (10, 17, 24, 29, 34), (12, 31), (20, 25), (1, 3, 4, 7, 11, 14, 15, 16, 21, 27, 33, 37)]","[1, 3, 4, 7, 11, 14, 15, 16, 21, 27, 33, 37]"
F7,40,1e-09,6,"[(0, 2, 9, 18, 22, 26, 28, 35, 36), (5, 6, 8, 13, 19, 23, 30, 32, 38, 39), (10, 17, 24, 29, 34), (12, 31), (20, 25), (1, 3, 4, 7, 11, 14, 15, 16, 21, 27, 33, 37)]","[1, 3, 4, 7, 11, 14, 15, 16, 21, 27, 33, 37]"
F7,50,0.1,2,"[(10, 11, 28), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]"
F7,50,0.001,2,"[(10, 11, 28), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]"
F7,50,1e-06,4,"[(0, 4, 5, 10, 11, 17, 18, 20, 22, 24, 26, 27, 28, 29, 34, 43, 45), (2, 8, 12, 13, 14, 16, 21, 23, 25, 30, 31, 37, 38, 39, 40, 42, 44, 46, 48, 49), (6, 9, 15, 33, 35, 36), (1, 3, 7, 19, 32, 41, 47)]","[1, 3, 7, 19, 32, 41, 47]"
F7,50,1e-09,4,"[(0, 4, 5, 10, 11, 17, 18, 20, 22, 24, 26, 27, 28, 29, 34, 43, 45), (2, 8, 12, 13, 14, 16, 21, 23, 25, 30, 31, 37, 38, 39, 40, 42, 44, 46, 48, 49), (6, 9, 15, 33, 35, 36), (1, 3, 7, 19, 32, 41, 47)]","[1, 3, 7, 19, 32, 41, 47]"
F7,60,0.1,2,"[(26, 35, 59), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58]"
