FUNCTION,DIMENSION,EPSILON,NR_GROUPS,FACTORS,SEPARATE VARS
F16,60,0.1,4,"[(1, 2, 4, 5, 7, 8, 11, 13, 14, 15, 16, 17, 18, 23, 24, 25, 27, 28, 30, 31, 32, 33, 34, 35, 37, 38, 40, 41, 42, 43, 45, 46, 48, 49, 50, 51, 52, 54, 56, 57, 58, 59), (6, 12, 20, 22, 29), (10, 26), (0, 3, 9, 19, 21, 36, 39, 44, 47, 53, 55)]","[0, 3, 9, 19, 21, 36, 39, 44, 47, 53, 55]"
F16,60,0.001,2,"[(1, 2, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 45, 46, 48, 49, 50, 51, 52, 54, 56, 57, 58, 59), (0, 3, 9, 19, 21, 39, 44, 47, 53, 55)]","[0, 3, 9, 19, 21, 39, 44, 47, 53, 55]"
F16,60,1e-06,2,"[(1, 2, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 45, 46, 48, 49, 50, 51, 52, 54, 56, 57, 58, 59), (0, 3, 9, 19, 21, 39, 44, 47, 53, 55)]","[0, 3, 9, 19, 21, 39, 44, 47, 53, 55]"
F16,60,1e-09,2,"[(1, 2, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 42, 43, 45, 46, 48, 49, 50, 51, 52, 54, 56, 57, 58, 59), (0, 3, 9, 19, 21, 39, 44, 47, 53, 55)]","[0, 3, 9, 19, 21, 39, 44, 47, 53, 55]"
F16,70,0.1,4,"[(0, 4, 7, 11, 13, 14, 16, 18, 19, 22, 26, 27, 30, 31, 35, 40, 41, 42, 43, 45, 50, 51, 52, 55, 57, 59, 62, 65, 66, 68, 69), (2, 3, 5, 8, 15, 25, 28, 29, 33, 34, 48, 49, 53, 54, 67), (10, 20, 56), (1, 6, 9, 12, 17, 21, 23, 24, 32, 36, 37, 38, 39, 44, 46, 47, 58, 60, 61, 63, 64)]","[1, 6, 9, 12, 17, 21, 23, 24, 32, 36, 37, 38, 39, 44, 46, 47, 58, 60, 61, 63, 64]"
F16,70,0.001,2,"[(0, 2, 3, 4, 5, 7, 8, 10, 11, 13, 14, 15, 16, 18, 19, 20, 22, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 40, 41, 42, 43, 45, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 62, 65, 66, 67, 68, 69), (1, 6, 9, 12, 17, 21, 23, 24, 36, 37, 38, 39, 44, 46, 47, 58, 60, 61, 63, 64)]","[1, 6, 9, 12, 17, 21, 23, 24, 36, 37, 38, 39, 44, 46, 47, 58, 60, 61, 63, 64]"
F16,70,1e-06,2,"[(0, 2, 3, 4, 5, 7, 8, 10, 11, 13, 14, 15, 16, 18, 19, 20, 22, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 40, 41, 42, 43, 45, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 62, 65, 66, 67, 68, 69), (1, 6, 9, 12, 17, 21, 23, 24, 36, 37, 38, 39, 44, 46, 47, 58, 60, 61, 63, 64)]","[1, 6, 9, 12, 17, 21, 23, 24, 36, 37, 38, 39, 44, 46, 47, 58, 60, 61, 63, 64]"
F16,70,1e-09,2,"[(0, 2, 3, 4, 5, 7, 8, 10, 11, 13, 14, 15, 16, 18, 19, 20, 22, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 40, 41, 42, 43, 45, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 62, 65, 66, 67, 68, 69), (1, 6, 9, 12, 17, 21, 23, 24, 36, 37, 38, 39, 44, 46, 47, 58, 60, 61, 63, 64)]","[1, 6, 9, 12, 17, 21, 23, 24, 36, 37, 38, 39, 44, 46, 47, 58, 60, 61, 63, 64]"
F16,80,0.1,5,"[(1, 7, 11, 14, 17, 19, 22, 26, 27, 28, 31, 34, 38, 41, 42, 49, 55, 57, 63, 69, 71, 72, 73, 77, 79), (2, 4, 10, 23, 29, 30, 32, 40, 43, 45, 48, 50, 54, 56, 61, 66, 68, 75), (3, 33, 60), (6, 53, 62), (0, 5, 8, 9, 12, 13, 15, 16, 18, 20, 21, 24, 25, 35, 36, 37, 39, 44, 46, 47, 51, 52, 58, 59, 64, 65, 67, 70, 74, 76, 78)]","[0, 5, 8, 9, 12, 13, 15, 16, 18, 20, 21, 24, 25, 35, 36, 37, 39, 44, 46, 47, 51, 52, 58, 59, 64, 65, 67, 70, 74, 76, 78]"
F16,80,0.001,2,"[(1, 2, 3, 4, 6, 7, 10, 11, 14, 17, 19, 22, 23, 26, 27, 28, 29, 30, 31, 32, 33, 34, 38, 40, 41, 42, 43, 45, 48, 49, 50, 52, 53, 54, 55, 56, 57, 60, 61, 62, 63, 66, 68, 69, 71, 72, 73, 75, 77, 79), (0, 5, 8, 9, 12, 13, 15, 16, 18, 20, 21, 24, 25, 35, 36, 37, 39, 44, 46, 47, 51, 58, 59, 64, 65, 67, 70, 74, 76, 78)]","[0, 5, 8, 9, 12, 13, 15, 16, 18, 20, 21, 24, 25, 35, 36, 37, 39, 44, 46, 47, 51, 58, 59, 64, 65, 67, 70, 74, 76, 78]"
