FUNCTION,DIMENSION,EPSILON,NR_GROUPS,FACTORS,SEPARATE VARS
F10,10,0.1,4,"[(2, 4, 8, 9), (4, 8, 9), (8, 9), (0, 1, 3, 5, 6, 7, 9)]","[0, 1, 3, 5, 6, 7, 9]"
F10,10,0.001,4,"[(2, 4, 8, 9), (4, 8, 9), (8, 9), (0, 1, 3, 5, 6, 7, 9)]","[0, 1, 3, 5, 6, 7, 9]"
F10,10,1e-06,4,"[(2, 4, 8, 9), (4, 8, 9), (8, 9), (0, 1, 3, 5, 6, 7, 9)]","[0, 1, 3, 5, 6, 7, 9]"
F10,10,1e-09,4,"[(2, 4, 8, 9), (4, 8, 9), (8, 9), (0, 1, 3, 5, 6, 7, 9)]","[0, 1, 3, 5, 6, 7, 9]"
F10,20,0.1,7,"[(1, 8, 18, 19), (6, 10, 13, 17), (8, 18, 19), (10, 13, 17), (13, 17), (18, 19), (0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16, 17, 19)]","[0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16, 17, 19]"
F10,20,0.001,7,"[(1, 8, 18, 19), (6, 10, 13, 17), (8, 18, 19), (10, 13, 17), (13, 17), (18, 19), (0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16, 17, 19)]","[0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16, 17, 19]"
F10,20,1e-06,7,"[(1, 8, 18, 19), (6, 10, 13, 17), (8, 18, 19), (10, 13, 17), (13, 17), (18, 19), (0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16, 17, 19)]","[0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16, 17, 19]"
F10,20,1e-09,7,"[(1, 8, 18, 19), (6, 10, 13, 17), (8, 18, 19), (10, 13, 17), (13, 17), (18, 19), (0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16, 17, 19)]","[0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16, 17, 19]"
F10,30,0.1,10,"[(2, 10, 13, 28), (5, 16, 17, 22), (10, 13, 28), (11, 24, 26, 27), (13, 28), (16, 17, 22), (17, 22), (24, 26, 27), (26, 27), (0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29)]","[0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29]"
F10,30,0.001,10,"[(2, 10, 13, 28), (5, 16, 17, 22), (10, 13, 28), (11, 24, 26, 27), (13, 28), (16, 17, 22), (17, 22), (24, 26, 27), (26, 27), (0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29)]","[0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29]"
F10,30,1e-06,10,"[(2, 10, 13, 28), (5, 16, 17, 22), (10, 13, 28), (11, 24, 26, 27), (13, 28), (16, 17, 22), (17, 22), (24, 26, 27), (26, 27), (0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29)]","[0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29]"
F10,30,1e-09,10,"[(2, 10, 13, 28), (5, 16, 17, 22), (10, 13, 28), (11, 24, 26, 27), (13, 28), (16, 17, 22), (17, 22), (24, 26, 27), (26, 27), (0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29)]","[0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29]"
F10,40,0.1,16,"[(2, 30, 37, 39), (4, 20, 22, 25), (8, 16, 34, 36), (10, 11, 15, 28), (11, 15, 28), (15, 28), (16, 34, 36), (18, 27, 29, 35), (20, 22, 25), (22, 25), (27, 29, 35), (29, 35), (30, 37, 39), (34, 36), (37, 39), (0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 25, 26, 28, 31, 32, 33, 35, 36, 38, 39)]","[0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 25, 26, 28, 31, 32, 33, 35, 36, 38, 39]"
F10,40,0.001,16,"[(2, 30, 37, 39), (4, 20, 22, 25), (8, 16, 34, 36), (10, 11, 15, 28), (11, 15, 28), (15, 28), (16, 34, 36), (18, 27, 29, 35), (20, 22, 25), (22, 25), (27, 29, 35), (29, 35), (30, 37, 39), (34, 36), (37, 39), (0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 25, 26, 28, 31, 32, 33, 35, 36, 38, 39)]","[0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 25, 26, 28, 31, 32, 33, 35, 36, 38, 39]"
F10,40,1e-06,16,"[(2, 30, 37, 39), (4, 20, 22, 25), (8, 16, 34, 36), (10, 11, 15, 28), (11, 15, 28), (15, 28), (16, 34, 36), (18, 27, 29, 35), (20, 22, 25), (22, 25), (27, 29, 35), (29, 35), (30, 37, 39), (34, 36), (37, 39), (0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 25, 26, 28, 31, 32, 33, 35, 36, 38, 39)]","[0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 25, 26, 28, 31, 32, 33, 35, 36, 38, 39]"
F10,40,1e-09,16,"[(2, 30, 37, 39), (4, 20, 22, 25), (8, 16, 34, 36), (10, 11, 15, 28), (11, 15, 28), (15, 28), (16, 34, 36), (18, 27, 29, 35), (20, 22, 25), (22, 25), (27, 29, 35), (29, 35), (30, 37, 39), (34, 36), (37, 39), (0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 25, 26, 28, 31, 32, 33, 35, 36, 38, 39)]","[0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 25, 26, 28, 31, 32, 33, 35, 36, 38, 39]"
F10,50,0.1,19,"[(2, 27, 31, 38), (4, 22, 33, 35), (7, 18, 26, 34), (10, 11, 28, 41), (11, 28, 41), (14, 29, 45, 48), (15, 16, 30, 32), (16, 30, 32), (18, 26, 34), (22, 33, 35), (26, 34), (27, 31, 38), (28, 41), (29, 45, 48), (30, 32), (31, 38), (33, 35), (45, 48), (0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 32, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 32, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49]"
