FUNCTION,DIMENSION,EPSILON,NR_GROUPS,FACTORS,SEPARATE VARS
F9,10,0.1,2,"[(2, 4, 8, 9), (0, 1, 3, 5, 6, 7)]","[0, 1, 3, 5, 6, 7]"
F9,10,0.001,2,"[(2, 4, 8, 9), (0, 1, 3, 5, 6, 7)]","[0, 1, 3, 5, 6, 7]"
F9,10,1e-06,3,"[(0, 5, 7, 9), (2, 3, 4, 8), (1, 6)]","[1, 6]"
F9,10,1e-09,3,"[(0, 5, 7, 9), (2, 3, 4, 8), (1, 6)]","[1, 6]"
F9,20,0.1,3,"[(1, 8, 18, 19), (6, 10, 13, 17), (0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16)]","[0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16]"
F9,20,0.001,3,"[(1, 8, 18, 19), (6, 10, 13, 17), (0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16)]","[0, 2, 3, 4, 5, 7, 9, 11, 12, 14, 15, 16]"
F9,20,1e-06,4,"[(0, 11, 12, 15), (1, 8, 18, 19), (6, 10, 13, 17), (2, 3, 4, 5, 7, 9, 14, 16)]","[2, 3, 4, 5, 7, 9, 14, 16]"
F9,20,1e-09,4,"[(0, 3, 5, 7, 9, 11, 12, 14, 15, 16), (1, 8, 10, 18, 19), (6, 13, 17), (2, 4)]","[2, 4]"
F9,30,0.1,4,"[(2, 10, 13, 28), (5, 16, 17, 22), (11, 24, 26, 27), (0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 23, 25, 29)]","[0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 23, 25, 29]"
F9,30,0.001,4,"[(2, 10, 13, 28), (5, 16, 17, 22), (11, 24, 26, 27), (0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 23, 25, 29)]","[0, 1, 3, 4, 6, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 23, 25, 29]"
F9,30,1e-06,5,"[(0, 1, 3, 4, 5, 6, 7, 10, 18, 19, 20, 21, 27, 28, 29), (2, 13), (11, 24, 26), (15, 16, 17), (8, 9, 12, 14, 22, 23, 25)]","[8, 9, 12, 14, 22, 23, 25]"
F9,30,1e-09,5,"[(0, 1, 3, 4, 5, 6, 7, 10, 12, 15, 16, 18, 19, 20, 21, 27, 28, 29), (2, 13), (11, 24, 26), (17, 22), (8, 9, 14, 23, 25)]","[8, 9, 14, 23, 25]"
F9,40,0.1,6,"[(2, 30, 37, 39), (4, 20, 22, 25), (8, 16, 34, 36), (10, 11, 15, 28), (18, 27, 29, 35), (0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 26, 31, 32, 33, 38)]","[0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 26, 31, 32, 33, 38]"
F9,40,0.001,6,"[(2, 30, 37, 39), (4, 20, 22, 25), (8, 16, 34, 36), (10, 11, 15, 28), (18, 27, 29, 35), (0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 26, 31, 32, 33, 38)]","[0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 26, 31, 32, 33, 38]"
F9,40,1e-06,8,"[(0, 9), (1, 16, 17, 34), (2, 30, 37, 39), (3, 6, 14, 19, 31, 38), (4, 11, 18, 20, 22, 25, 27, 28, 29, 36), (5, 7, 12, 13, 23, 24, 26, 32), (10, 15), (8, 21, 33, 35)]","[8, 21, 33, 35]"
F9,40,1e-09,8,"[(0, 9), (1, 16, 17, 34), (2, 30, 37, 39), (3, 6, 14, 19, 31, 38), (4, 11, 18, 20, 22, 25, 27, 28, 29, 36), (5, 7, 12, 13, 23, 24, 26, 32), (10, 15), (8, 21, 33, 35)]","[8, 21, 33, 35]"
F9,50,0.1,7,"[(2, 27, 31, 38), (4, 22, 33, 35), (7, 18, 26, 34), (10, 11, 28, 41), (14, 29, 45, 48), (15, 16, 30, 32), (0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49]"
F9,50,0.001,7,"[(2, 27, 31, 38), (4, 22, 33, 35), (7, 18, 26, 34), (10, 11, 28, 41), (14, 29, 45, 48), (15, 16, 30, 32), (0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49]"
F9,50,1e-06,6,"[(0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 20, 21, 22, 23, 24, 27, 29, 34, 35, 36, 37, 39, 41, 43, 47, 48, 49), (2, 31, 38), (14, 33, 45), (15, 30, 32), (26, 28), (19, 25, 40, 42, 44, 46)]","[19, 25, 40, 42, 44, 46]"
F9,50,1e-09,6,"[(0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 20, 21, 22, 23, 24, 27, 29, 34, 35, 36, 37, 39, 41, 43, 47, 48, 49), (2, 31, 38), (14, 33, 45), (15, 30, 32), (26, 28), (19, 25, 40, 42, 44, 46)]","[19, 25, 40, 42, 44, 46]"
F9,60,0.1,8,"[(2, 11, 34, 58), (4, 10, 22, 40), (7, 14, 32, 49), (15, 18, 27, 56), (26, 28, 35, 59), (29, 42, 50, 54), (30, 33, 41, 43), (0, 1, 3, 5, 6, 8, 9, 12, 13, 16, 17, 19, 20, 21, 23, 24, 25, 31, 36, 37, 38, 39, 44, 45, 46, 47, 48, 51, 52, 53, 55, 57)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 16, 17, 19, 20, 21, 23, 24, 25, 31, 36, 37, 38, 39, 44, 45, 46, 47, 48, 51, 52, 53, 55, 57]"
